geolocation_zip_code_prefix,Country,geolocation_city,geolocation_state,cnt
18410,Brazil,itapeva,SP,57
18685,Brazil,lençóis paulista,SP,7
18655,Brazil,aparecida de sao manuel,SP,8
16903,Brazil,andradina,SP,28
13142,Brazil,paulínia,SP,19
16350,Brazil,barbosa,SP,20
09060,Brazil,santo andre,SP,272
12283,Brazil,cacapava,SP,34
15086,Brazil,sao jose do rio preto,SP,58
19010,Brazil,presidente prudente,SP,121
13312,Brazil,itu,SP,33
07852,Brazil,franco da rocha,SP,24
18055,Brazil,sorocaba,SP,230
15805,Brazil,catanduva,SP,37
13401,Brazil,piracicaba,SP,123
18760,Brazil,cerqueira cesar,SP,142
14406,Brazil,franca,SP,223
15745,Brazil,paranapua,SP,16
08683,Brazil,suzano,SP,63
09760,Brazil,são bernardo do campo,SP,46
17208,Brazil,jaú,SP,21
06860,Brazil,itapecerica da serra,SP,5
12702,Brazil,cruzeiro,SP,67
11720,Brazil,praia grande,SP,19
07788,Brazil,cajamar,SP,4
15076,Brazil,são josé do rio preto,SP,13
14710,Brazil,bebedouro,SP,18
11410,Brazil,guarujá,SP,66
13271,Brazil,valinhos,SP,73
08735,Brazil,mogi das cruzes,SP,97
18775,Brazil,iaras,SP,27
09541,Brazil,sao caetano do sul,SP,276
15430,Brazil,altair,SP,23
17539,Brazil,marilia,SP,8
14078,Brazil,ribeirao preto,SP,25
13340,Brazil,indaiatuba,SP,97
12294,Brazil,cacapava,SP,8
13171,Brazil,sumaré,SP,17
06876,Brazil,itapecerica da serra,SP,6
08635,Brazil,suzano,SP,16
09896,Brazil,são bernardo do campo,SP,4
12504,Brazil,guaratinguetá,SP,6
09131,Brazil,santo andre,SP,38
08593,Brazil,itaquaquecetuba,SP,19
13615,Brazil,leme,SP,42
14805,Brazil,araraquara,SP,99
13233,Brazil,campo limpo paulista,SP,16
13860,Brazil,aguai,SP,164
12403,Brazil,pindamonhangaba,SP,69
16022,Brazil,aracatuba,SP,26
19930,Brazil,ribeirao do sul,SP,21
17240,Brazil,bocaina,SP,56
18600,Brazil,botucatu,SP,93
12460,Brazil,campos do jordao,SP,474
07950,Brazil,francisco morato,SP,15
08727,Brazil,mogi das cruzes,SP,11
13800,Brazil,mogi mirim,SP,161
12248,Brazil,sao jose dos campos,SP,43
19300,Brazil,presidente bernardes,SP,86
15750,Brazil,santa albertina,SP,39
08650,Brazil,suzano,SP,14
06767,Brazil,taboão da serra,SP,26
19280,Brazil,teodoro sampaio,SP,166
06519,Brazil,santana de parnaíba,SP,15
06660,Brazil,itapevi,SP,122
06865,Brazil,itapecerica da serra,SP,55
12513,Brazil,guaratinguetá,SP,10
07920,Brazil,francisco morato,SP,10
15501,Brazil,votuporanga,SP,118
12250,Brazil,monteiro lobato,SP,5
19041,Brazil,presidente prudente,SP,17
06770,Brazil,taboão da serra,SP,7
15145,Brazil,mirassolandia,SP,10
14180,Brazil,pontal,SP,188
13916,Brazil,jaguariuna,SP,8
15740,Brazil,dolcinopolis,SP,14
13876,Brazil,são joão da boa vista,SP,21
13172,Brazil,sumaré,SP,15
14171,Brazil,sertaozinho,SP,16
18690,Brazil,itatinga,SP,108
13468,Brazil,americana,SP,121
08695,Brazil,suzano,SP,70
09450,Brazil,rio grande da serra,SP,301
08620,Brazil,suzano,SP,24
17020,Brazil,bauru,SP,77
17054,Brazil,bauru,SP,151
15504,Brazil,votuporanga,SP,9
07781,Brazil,cajamar,SP,11
16210,Brazil,bilac,SP,54
06600,Brazil,jandira,SP,71
11360,Brazil,sao vicente,SP,57
13738,Brazil,mococa,SP,10
12247,Brazil,são josé dos campos,SP,15
19960,Brazil,campos novos paulista,SP,22
19911,Brazil,ourinhos,SP,93
09910,Brazil,diadema,SP,352
13905,Brazil,amparo,SP,175
06380,Brazil,carapicuiba,SP,43
13835,Brazil,conchal,SP,191
06415,Brazil,barueri,SP,101
13411,Brazil,piracicaba,SP,54
11010,Brazil,santos,SP,109
06612,Brazil,jandira,SP,39
18404,Brazil,itapeva,SP,13
19045,Brazil,presidente prudente,SP,31
13427,Brazil,piracicaba,SP,4
09406,Brazil,ribeirão pires,SP,10
11668,Brazil,caraguatatuba,SP,44
13285,Brazil,vinhedo,SP,49
06332,Brazil,carapicuiba,SP,86
17021,Brazil,bauru,SP,64
13382,Brazil,nova odessa,SP,24
11445,Brazil,guaruja,SP,15
15053,Brazil,são josé do rio preto,SP,5
06710,Brazil,cotia,SP,132
13234,Brazil,campo limpo paulista,SP,5
12446,Brazil,pindamonhangaba,SP,37
12910,Brazil,bragança paulista,SP,18
14871,Brazil,jaboticabal,SP,55
17205,Brazil,jaú,SP,8
13700,Brazil,casa branca,SP,166
11444,Brazil,guaruja,SP,45
17014,Brazil,bauru,SP,121
19812,Brazil,assis,SP,4
17470,Brazil,duartina,SP,113
19640,Brazil,iepe,SP,48
16660,Brazil,pongai,SP,21
08738,Brazil,mogi das cruzes,SP,102
19645,Brazil,nantes,SP,18
09891,Brazil,são bernardo do campo,SP,17
15092,Brazil,sao jose do rio preto,SP,74
13419,Brazil,piracicaba,SP,136
19913,Brazil,ourinhos,SP,38
07955,Brazil,francisco morato,SP,5
12091,Brazil,taubate,SP,82
11380,Brazil,são vicente,SP,18
14270,Brazil,santa rosa de viterbo,SP,163
12380,Brazil,santa branca,SP,75
13478,Brazil,americana,SP,120
13874,Brazil,são joão da boa vista,SP,27
12328,Brazil,jacarei,SP,126
06763,Brazil,taboão da serra,SP,20
06642,Brazil,jandira,SP,53
06419,Brazil,barueri,SP,37
08505,Brazil,ferraz de vasconcelos,SP,45
18435,Brazil,nova campina,SP,17
06652,Brazil,itapevi,SP,4
18310,Brazil,guapiara,SP,50
12213,Brazil,sao jose dos campos,SP,43
13490,Brazil,cordeirópolis,SP,16
18840,Brazil,sarutaiá,SP,4
14079,Brazil,ribeirão preto,SP,19
18320,Brazil,apiai,SP,127
08610,Brazil,suzano,SP,87
06532,Brazil,santana de parnaíba,SP,9
12516,Brazil,guaratinguetá,SP,4
12509,Brazil,guaratinguetá,SP,5
13487,Brazil,limeira,SP,59
14027,Brazil,ribeirão preto,SP,11
11701,Brazil,praia grande,SP,331
09550,Brazil,sao caetano do sul,SP,191
09270,Brazil,santo andré,SP,15
18016,Brazil,sorocaba,SP,135
18131,Brazil,são roque,SP,6
12760,Brazil,lavrinhas,SP,16
17053,Brazil,bauru,SP,37
14315,Brazil,batatais,SP,6
18090,Brazil,sorocaba,SP,113
18077,Brazil,sorocaba,SP,104
13278,Brazil,valinhos,SP,67
17206,Brazil,jau,SP,26
13601,Brazil,araras,SP,111
18017,Brazil,sorocaba,SP,110
12540,Brazil,campos de cunha,SP,5
07910,Brazil,francisco morato,SP,44
08655,Brazil,suzano,SP,63
14990,Brazil,irapua,SP,37
16203,Brazil,birigui,SP,71
12402,Brazil,pindamonhangaba,SP,86
12302,Brazil,jacarei,SP,19
06950,Brazil,juquitiba,SP,195
14177,Brazil,sertãozinho,SP,26
11718,Brazil,praia grande,SP,71
15790,Brazil,rubineia,SP,13
11673,Brazil,caraguatatuba,SP,53
07793,Brazil,cajamar,SP,90
13275,Brazil,valinhos,SP,89
14709,Brazil,bebedouro,SP,24
07747,Brazil,caieiras,SP,12
17610,Brazil,tupa,SP,4
08586,Brazil,itaquaquecetuba,SP,28
06442,Brazil,barueri,SP,15
09664,Brazil,são bernardo do campo,SP,7
17512,Brazil,marilia,SP,152
12502,Brazil,guaratingueta,SP,39
18611,Brazil,botucatu,SP,69
14811,Brazil,araraquara,SP,157
13334,Brazil,indaiatuba,SP,122
18074,Brazil,sorocaba,SP,179
18270,Brazil,tatuí,SP,22
11708,Brazil,praia grande,SP,49
06435,Brazil,barueri,SP,105
12043,Brazil,taubate,SP,64
06716,Brazil,cotia,SP,147
12520,Brazil,guaratingueta,SP,15
13375,Brazil,mombuca,SP,7
13972,Brazil,itapira,SP,98
07743,Brazil,caieiras,SP,15
15063,Brazil,sao jose do rio preto,SP,38
06885,Brazil,itapecerica da serra,SP,10
12980,Brazil,joanópolis,SP,13
08744,Brazil,mogi das cruzes,SP,90
06433,Brazil,barueri,SP,94
14230,Brazil,serra azul,SP,35
15700,Brazil,jales,SP,163
12401,Brazil,pindamonhangaba,SP,42
13477,Brazil,americana,SP,78
15820,Brazil,pirangi,SP,80
13877,Brazil,sao joao da boa vista,SP,11
12720,Brazil,cruzeiro,SP,43
18440,Brazil,itaberá,SP,13
08598,Brazil,itaquaquecetuba,SP,82
13467,Brazil,americana,SP,104
12519,Brazil,guaratingueta,SP,24
12518,Brazil,guaratingueta,SP,42
07854,Brazil,franco da rocha,SP,24
17700,Brazil,osvaldo cruz,SP,253
11088,Brazil,santos,SP,41
09663,Brazil,são bernardo do campo,SP,15
11523,Brazil,cubatao,SP,42
19210,Brazil,tarabai,SP,34
06790,Brazil,taboao da serra,SP,33
18081,Brazil,sorocaba,SP,96
11930,Brazil,pariquera-acu,SP,116
09405,Brazil,ribeirão pires,SP,9
19813,Brazil,assis,SP,59
12210,Brazil,sao jose dos campos,SP,43
18206,Brazil,itapetininga,SP,38
13183,Brazil,hortolandia,SP,133
18025,Brazil,sorocaba,SP,104
12090,Brazil,taubate,SP,88
13730,Brazil,mococa,SP,75
07830,Brazil,franco da rocha,SP,36
18120,Brazil,mairinque,SP,276
17601,Brazil,tupã,SP,8
17525,Brazil,marilia,SP,38
06355,Brazil,carapicuiba,SP,50
11446,Brazil,guarujá,SP,14
15054,Brazil,sao jose do rio preto,SP,85
09250,Brazil,santo andre,SP,133
16301,Brazil,penapolis,SP,21
09260,Brazil,santo andre,SP,254
07945,Brazil,francisco morato,SP,4
06526,Brazil,santana de parnaiba,SP,8
09241,Brazil,santo andre,SP,43
14020,Brazil,ribeirao preto,SP,342
16052,Brazil,aracatuba,SP,84
12570,Brazil,aparecida,SP,301
14770,Brazil,colina,SP,113
13174,Brazil,sumaré,SP,15
11535,Brazil,cubatao,SP,29
15803,Brazil,catanduva,SP,50
06528,Brazil,santana de parnaíba,SP,23
09840,Brazil,são bernardo do campo,SP,28
11608,Brazil,são sebastião,SP,12
19400,Brazil,presidente venceslau,SP,299
19570,Brazil,regente feijo,SP,106
07740,Brazil,caieiras,SP,17
14165,Brazil,sertaozinho,SP,31
14402,Brazil,franca,SP,125
18610,Brazil,botucatu,SP,145
12233,Brazil,sao jose dos campos,SP,173
09911,Brazil,diadema,SP,201
07915,Brazil,francisco morato,SP,13
06624,Brazil,jandira,SP,143
14786,Brazil,barretos,SP,13
18108,Brazil,sorocaba,SP,84
11463,Brazil,guaruja,SP,34
11461,Brazil,guaruja,SP,28
11622,Brazil,são sebastião,SP,7
13402,Brazil,piracicaba,SP,45
08775,Brazil,mogi das cruzes,SP,133
13148,Brazil,paulínia,SP,17
13900,Brazil,amparo,SP,163
17210,Brazil,jau,SP,106
14707,Brazil,bebedouro,SP,4
09510,Brazil,são caetano do sul,SP,18
15240,Brazil,nipoa,SP,30
06529,Brazil,santana de parnaíba,SP,8
18136,Brazil,são roque,SP,14
13333,Brazil,indaiatuba,SP,68
06606,Brazil,jandira,SP,92
15550,Brazil,americo de campos,SP,20
09333,Brazil,maua,SP,7
12229,Brazil,são josé dos campos,SP,7
07718,Brazil,caieiras,SP,50
11080,Brazil,santos,SP,31
13324,Brazil,salto,SP,73
15108,Brazil,ipigua,SP,14
15140,Brazil,bálsamo,SP,9
13537,Brazil,ipeuna,SP,30
13635,Brazil,pirassununga,SP,74
09404,Brazil,ribeirão pires,SP,8
14750,Brazil,pitangueiras,SP,155
14164,Brazil,sertãozinho,SP,10
18500,Brazil,laranjal paulista,SP,223
12212,Brazil,são josé dos campos,SP,11
13279,Brazil,valinhos,SP,16
18800,Brazil,piraju,SP,287
12350,Brazil,igarata,SP,48
13504,Brazil,rio claro,SP,218
06794,Brazil,taboao da serra,SP,5
13387,Brazil,nova odessa,SP,47
14806,Brazil,araraquara,SP,196
15090,Brazil,sao jose do rio preto,SP,83
13336,Brazil,indaiatuba,SP,41
17024,Brazil,bauru,SP,33
12239,Brazil,são josé dos campos,SP,11
12226,Brazil,são josé dos campos,SP,13
12712,Brazil,cruzeiro,SP,57
15480,Brazil,orindiuva,SP,37
19470,Brazil,presidente epitacio,SP,234
08582,Brazil,itaquaquecetuba,SP,29
15115,Brazil,bady bassitt,SP,86
18147,Brazil,aracariguama,SP,108
08680,Brazil,suzano,SP,26
18279,Brazil,tatui,SP,40
13416,Brazil,piracicaba,SP,131
09185,Brazil,santo andre,SP,147
19814,Brazil,assis,SP,103
13213,Brazil,jundiaí,SP,10
06654,Brazil,itapevi,SP,187
07866,Brazil,franco da rocha,SP,46
07991,Brazil,francisco morato,SP,14
06696,Brazil,itapevi,SP,11
06609,Brazil,jandira,SP,5
06417,Brazil,barueri,SP,54
13152,Brazil,cosmópolis,SP,9
06422,Brazil,barueri,SP,98
12220,Brazil,são josé dos campos,SP,25
06542,Brazil,santana de parnaiba,SP,124
12411,Brazil,pindamonhangaba,SP,35
17300,Brazil,dois córregos,SP,32
11515,Brazil,cubatao,SP,18
06350,Brazil,carapicuíba,SP,4
17510,Brazil,marilia,SP,50
07913,Brazil,francisco morato,SP,11
13780,Brazil,divinolândia,SP,12
06805,Brazil,embu,SP,9
08625,Brazil,suzano,SP,46
07716,Brazil,caieiras,SP,78
06539,Brazil,santana de parnaíba,SP,28
09972,Brazil,diadema,SP,76
15560,Brazil,pontes gestal,SP,25
16240,Brazil,santópolis do aguapeí,SP,4
12423,Brazil,pindamonhangaba,SP,29
11462,Brazil,guaruja,SP,41
13321,Brazil,salto,SP,122
11630,Brazil,ilhabela,SP,531
15530,Brazil,cosmorama,SP,43
15220,Brazil,mendonca,SP,24
09921,Brazil,diadema,SP,80
06657,Brazil,itapevi,SP,88
18420,Brazil,guarizinho,SP,6
15300,Brazil,general salgado,SP,73
09361,Brazil,maua,SP,123
12323,Brazil,jacarei,SP,21
18703,Brazil,avare,SP,55
06784,Brazil,taboao da serra,SP,70
13870,Brazil,são joão da boa vista,SP,45
15070,Brazil,sao jose do rio preto,SP,63
16130,Brazil,santo antônio do aracanguá,SP,6
17690,Brazil,bastos,SP,198
14815,Brazil,ibaté,SP,32
15715,Brazil,dirce reis,SP,6
12228,Brazil,são josé dos campos,SP,29
11676,Brazil,caraguatatuba,SP,22
14660,Brazil,sales oliveira,SP,66
16310,Brazil,alto alegre,SP,19
18043,Brazil,sorocaba,SP,29
09792,Brazil,são bernardo do campo,SP,5
18620,Brazil,anhembi,SP,14
11089,Brazil,santos,SP,53
16207,Brazil,birigui,SP,12
19067,Brazil,presidente prudente,SP,45
16680,Brazil,avai,SP,16
13973,Brazil,itapira,SP,98
13322,Brazil,salto,SP,121
07429,Brazil,aruja,SP,7
15920,Brazil,vista alegre do alto,SP,50
14260,Brazil,cássia dos coqueiros,SP,5
11666,Brazil,caraguatatuba,SP,54
13451,Brazil,santa barbara d'oeste,SP,29
19031,Brazil,presidente prudente,SP,16
12710,Brazil,cruzeiro,SP,62
18640,Brazil,pardinho,SP,41
19070,Brazil,presidente prudente,SP,5
08767,Brazil,mogi das cruzes,SP,5
14807,Brazil,araraquara,SP,143
18405,Brazil,itapeva,SP,38
14955,Brazil,borborema,SP,99
18720,Brazil,paranapanema,SP,89
14730,Brazil,monte azul paulista,SP,162
15091,Brazil,são josé do rio preto,SP,22
11087,Brazil,santos,SP,38
18407,Brazil,itapeva,SP,59
11629,Brazil,sao sebastiao,SP,21
17509,Brazil,marília,SP,14
13873,Brazil,sao joao da boa vista,SP,32
07929,Brazil,francisco morato,SP,6
19560,Brazil,indiana,SP,34
14065,Brazil,ribeirao preto,SP,44
14830,Brazil,rincao,SP,35
13482,Brazil,limeira,SP,150
13332,Brazil,indaiatuba,SP,61
13341,Brazil,indaiatuba,SP,29
12426,Brazil,pindamonhangaba,SP,9
12281,Brazil,caçapava,SP,10
18211,Brazil,itapetininga,SP,31
07760,Brazil,jordanesia,SP,6
15768,Brazil,santa salete,SP,6
15625,Brazil,meridiano,SP,20
16056,Brazil,araçatuba,SP,8
14745,Brazil,terra roxa,SP,43
16290,Brazil,brauna,SP,15
18110,Brazil,votorantim,SP,166
08760,Brazil,mogi das cruzes,SP,54
11674,Brazil,caraguatatuba,SP,47
07990,Brazil,francisco morato,SP,27
06730,Brazil,vargem grande paulista,SP,431
07840,Brazil,franco da rocha,SP,32
16640,Brazil,balbinos,SP,10
17280,Brazil,pederneiras,SP,238
08506,Brazil,ferraz de vasconcelos,SP,24
19035,Brazil,presidente prudente,SP,35
08502,Brazil,ferraz de vasconcelos,SP,71
09351,Brazil,maua,SP,225
14930,Brazil,boa esperanca do sul,SP,60
13733,Brazil,mococa,SP,46
14185,Brazil,candia,SP,4
13481,Brazil,limeira,SP,212
08530,Brazil,ferraz de vasconcelos,SP,42
14140,Brazil,cravinhos,SP,208
18402,Brazil,itapeva,SP,8
11421,Brazil,guarujá,SP,12
14706,Brazil,bebedouro,SP,87
14790,Brazil,guaíra,SP,50
13950,Brazil,lindoia,SP,52
18245,Brazil,campina do monte alegre,SP,40
06888,Brazil,itapecerica da serra,SP,9
12333,Brazil,jacarei,SP,9
19575,Brazil,espigao,SP,6
12120,Brazil,tremembe,SP,269
14803,Brazil,araraquara,SP,15
06713,Brazil,cotia,SP,92
06395,Brazil,carapicuiba,SP,97
19580,Brazil,anhumas,SP,21
06787,Brazil,taboão da serra,SP,18
17602,Brazil,tupa,SP,77
12530,Brazil,cunha,SP,128
07403,Brazil,aruja,SP,26
15051,Brazil,sao jose do rio preto,SP,80
12604,Brazil,lorena,SP,68
11667,Brazil,caraguatatuba,SP,45
18520,Brazil,cerquilho,SP,364
13572,Brazil,sao carlos,SP,69
12954,Brazil,atibaia,SP,57
18683,Brazil,lençóis paulista,SP,21
06756,Brazil,taboao da serra,SP,71
13424,Brazil,piracicaba,SP,66
09715,Brazil,são bernardo do campo,SP,45
09121,Brazil,santo andré,SP,21
14701,Brazil,bebedouro,SP,105
18540,Brazil,porto feliz,SP,385
17064,Brazil,bauru,SP,51
11454,Brazil,guaruja,SP,55
09400,Brazil,ribeirao pires,SP,70
12072,Brazil,taubate,SP,51
13770,Brazil,caconde,SP,110
12503,Brazil,guaratingueta,SP,30
12514,Brazil,guaratingueta,SP,54
12607,Brazil,lorena,SP,49
13350,Brazil,elias fausto,SP,81
08575,Brazil,itaquaquecetuba,SP,87
09423,Brazil,ribeirão pires,SP,7
12236,Brazil,são josé dos campos,SP,38
06683,Brazil,itapevi,SP,31
12730,Brazil,cruzeiro,SP,34
11711,Brazil,praia grande,SP,21
19110,Brazil,presidente prudente,SP,7
11531,Brazil,cubatao,SP,17
11940,Brazil,jacupiranga,SP,115
09280,Brazil,santo andre,SP,171
12610,Brazil,lorena,SP,32
13179,Brazil,sumare,SP,69
14021,Brazil,ribeirão preto,SP,35
17350,Brazil,igaracu do tiete,SP,82
12945,Brazil,atibaia,SP,84
19802,Brazil,assis,SP,109
08581,Brazil,itaquaquecetuba,SP,51
18150,Brazil,ibiúna,SP,43
08763,Brazil,mogi das cruzes,SP,24
17022,Brazil,bauru,SP,92
18385,Brazil,itapirapua paulista,SP,16
13302,Brazil,itu,SP,9
18710,Brazil,arandu,SP,40
12630,Brazil,cachoeira paulista,SP,285
18087,Brazil,sorocaba,SP,188
09371,Brazil,mauá,SP,47
09341,Brazil,mauá,SP,18
12225,Brazil,sao jose dos campos,SP,94
13530,Brazil,itirapina,SP,80
07802,Brazil,franco da rocha,SP,24
13254,Brazil,itatiba,SP,51
09963,Brazil,diadema,SP,14
15997,Brazil,matao,SP,94
09443,Brazil,ribeirão pires,SP,4
15320,Brazil,floreal,SP,17
06655,Brazil,itapevi,SP,65
14060,Brazil,ribeirao preto,SP,159
13280,Brazil,vinhedo,SP,181
06327,Brazil,carapicuiba,SP,53
18650,Brazil,sao manuel,SP,203
15450,Brazil,onda verde,SP,16
12620,Brazil,piquete,SP,70
13272,Brazil,valinhos,SP,162
18116,Brazil,votorantim,SP,132
08740,Brazil,mogi das cruzes,SP,125
14550,Brazil,aramina,SP,41
19902,Brazil,ourinhos,SP,37
18510,Brazil,maristela,SP,6
13346,Brazil,indaiatuba,SP,107
13914,Brazil,jaguariuna,SP,10
09181,Brazil,santo andre,SP,102
13300,Brazil,itu,SP,149
14640,Brazil,morro agudo,SP,178
15706,Brazil,jales,SP,32
06504,Brazil,santana de parnaiba,SP,7
14785,Brazil,barretos,SP,5
12711,Brazil,cruzeiro,SP,69
15020,Brazil,sao jose do rio preto,SP,54
11451,Brazil,guaruja,SP,82
13912,Brazil,jaguariuna,SP,13
08686,Brazil,suzano,SP,7
12060,Brazil,taubate,SP,88
17560,Brazil,vera cruz,SP,62
13960,Brazil,socorro,SP,245
14150,Brazil,serrana,SP,185
18207,Brazil,itapetininga,SP,109
13170,Brazil,sumaré,SP,31
09350,Brazil,mauá,SP,28
15013,Brazil,são josé do rio preto,SP,11
18202,Brazil,itapetininga,SP,27
15703,Brazil,jales,SP,62
09331,Brazil,maua,SP,16
08592,Brazil,itaquaquecetuba,SP,18
19060,Brazil,presidente prudente,SP,66
16071,Brazil,araçatuba,SP,5
06729,Brazil,cotia,SP,11
19085,Brazil,presidente prudente,SP,19
19970,Brazil,palmital,SP,218
19806,Brazil,assis,SP,148
13423,Brazil,piracicaba,SP,54
13230,Brazil,campo limpo paulista,SP,28
17211,Brazil,jau,SP,46
17055,Brazil,bauru,SP,122
12926,Brazil,braganca paulista,SP,52
14408,Brazil,franca,SP,10
12952,Brazil,atibaia,SP,27
09531,Brazil,sao caetano do sul,SP,59
09112,Brazil,santo andré,SP,14
18770,Brazil,aguas de santa barbara,SP,57
09785,Brazil,são bernardo do campo,SP,4
12289,Brazil,caçapava,SP,9
07853,Brazil,franco da rocha,SP,36
17527,Brazil,marilia,SP,48
08552,Brazil,poá,SP,13
14010,Brazil,ribeirão preto,SP,22
13283,Brazil,vinhedo,SP,42
14094,Brazil,ribeirao preto,SP,66
18740,Brazil,taquarituba,SP,153
15045,Brazil,sao jose do rio preto,SP,45
06630,Brazil,jandira,SP,10
06434,Brazil,barueri,SP,99
14340,Brazil,brodowski,SP,121
09432,Brazil,ribeirão pires,SP,7
14620,Brazil,orlandia,SP,262
12440,Brazil,pindamonhangaba,SP,52
13157,Brazil,cosmópolis,SP,7
12955,Brazil,bom jesus dos perdões,SP,21
07745,Brazil,caieiras,SP,123
13977,Brazil,itapira,SP,8
07941,Brazil,francisco morato,SP,25
06618,Brazil,jandira,SP,53
14900,Brazil,itapolis,SP,185
08726,Brazil,mogi das cruzes,SP,11
08528,Brazil,ferraz de vasconcelos,SP,30
18214,Brazil,itapetininga,SP,67
06703,Brazil,cotia,SP,134
16010,Brazil,araçatuba,SP,22
17015,Brazil,bauru,SP,110
15760,Brazil,urania,SP,45
11910,Brazil,sete barras,SP,41
09020,Brazil,santo andre,SP,129
08558,Brazil,poa,SP,20
12701,Brazil,cruzeiro,SP,122
18702,Brazil,avare,SP,58
15850,Brazil,urupes,SP,75
17870,Brazil,flora rica,SP,10
06851,Brazil,itapecerica da serra,SP,76
17160,Brazil,arealva,SP,27
11460,Brazil,guarujá,SP,12
06854,Brazil,itapecerica da serra,SP,6
13301,Brazil,itu,SP,125
12908,Brazil,bragança paulista,SP,10
07404,Brazil,aruja,SP,28
08694,Brazil,suzano,SP,75
12523,Brazil,guaratinguetá,SP,6
15930,Brazil,cândido rodrigues,SP,4
15210,Brazil,nova aliança,SP,4
17605,Brazil,tupa,SP,48
06364,Brazil,carapicuíba,SP,17
09111,Brazil,santo andre,SP,270
12947,Brazil,atibaia,SP,121
12521,Brazil,guaratinguetá,SP,6
08587,Brazil,itaquaquecetuba,SP,53
17540,Brazil,ocaucu,SP,19
12441,Brazil,pindamonhangaba,SP,23
14882,Brazil,jaboticabal,SP,58
06726,Brazil,cotia,SP,47
07401,Brazil,aruja,SP,39
12944,Brazil,atibaia,SP,85
07865,Brazil,franco da rocha,SP,28
19275,Brazil,euclides da cunha paulista,SP,38
14250,Brazil,santa cruz da esperanca,SP,7
19920,Brazil,salto grande,SP,35
08675,Brazil,suzano,SP,132
15355,Brazil,guzolandia,SP,23
19023,Brazil,presidente prudente,SP,110
08584,Brazil,itaquaquecetuba,SP,84
06727,Brazil,cotia,SP,68
18203,Brazil,itapetininga,SP,36
13479,Brazil,americana,SP,17
08532,Brazil,ferraz de vasconcelos,SP,43
07700,Brazil,caieiras,SP,191
13390,Brazil,rio das pedras,SP,148
17035,Brazil,bauru,SP,15
13223,Brazil,varzea paulista,SP,30
12085,Brazil,taubate,SP,15
12500,Brazil,guaratingueta,SP,42
13150,Brazil,cosmopolis,SP,264
18078,Brazil,sorocaba,SP,185
17013,Brazil,bauru,SP,124
16402,Brazil,lins,SP,98
06381,Brazil,carapicuíba,SP,15
18208,Brazil,itapetininga,SP,73
18680,Brazil,lençóis paulista,SP,11
09240,Brazil,santo andré,SP,19
09913,Brazil,diadema,SP,66
12214,Brazil,sao jose dos campos,SP,61
13560,Brazil,são carlos,SP,50
09163,Brazil,santo andre,SP,4
18143,Brazil,são roque,SP,3
09071,Brazil,santo andré,SP,3
07907,Brazil,francisco morato,SP,3
15945,Brazil,agulha,SP,3
11626,Brazil,maresias,SP,3
07436,Brazil,arujá,SP,3
07785,Brazil,cajamar,SP,3
06877,Brazil,itapecerica da serra,SP,3
13380,Brazil,mombuca,SP,3
06825,Brazil,embu,SP,3
15785,Brazil,santa clara d oeste,SP,3
15515,Brazil,votuporanga,SP,3
09272,Brazil,santo andré,SP,3
09688,Brazil,são bernardo do campo,SP,3
17123,Brazil,agudos,SP,3
15601,Brazil,fernandópolis,SP,3
13705,Brazil,lagoa branca,SP,3
09273,Brazil,santo andre,SP,3
17214,Brazil,jau,SP,3
09856,Brazil,são bernardo do campo,SP,3
19265,Brazil,costa machado,SP,3
09445,Brazil,ribeirão pires,SP,3
15275,Brazil,monções,SP,3
11200,Brazil,caruara,SP,3
15104,Brazil,são josé do rio preto,SP,3
15313,Brazil,nova castilho,SP,3
15135,Brazil,mirassol,SP,3
15690,Brazil,indiaporã,SP,3
15823,Brazil,elisiario,SP,3
07789,Brazil,cajamar,SP,3
06830,Brazil,embu das artes,SP,3
14716,Brazil,bebedouro,SP,3
15612,Brazil,fernandópolis,SP,3
11601,Brazil,são sebastião,SP,3
06886,Brazil,itapecerica da serra,SP,3
08755,Brazil,mogi das cruzes,SP,3
17810,Brazil,mariápolis,SP,3
14813,Brazil,gavião peixoto,SP,3
17905,Brazil,jamaica,SP,3
15131,Brazil,mirassol,SP,3
11548,Brazil,cubatao,SP,3
09435,Brazil,ribeirão pires,SP,3
09683,Brazil,são bernardo do campo,SP,3
06724,Brazil,cotia,SP,3
13739,Brazil,mococa,SP,3
11540,Brazil,cubatao,SP,3
09610,Brazil,são bernardo do campo,SP,3
19043,Brazil,presidente prudente,SP,3
15405,Brazil,baguacu,SP,3
07813,Brazil,franco da rocha,SP,3
14896,Brazil,jaboticabal,SP,3
15730,Brazil,marinópolis,SP,3
13755,Brazil,são benedito das areias,SP,3
08578,Brazil,itaquaquecetuba,SP,3
06806,Brazil,embu,SP,3
15710,Brazil,são francisco,SP,3
12032,Brazil,taubaté,SP,3
18619,Brazil,botucatu,SP,3
11624,Brazil,são sebastião,SP,3
09133,Brazil,santo andré,SP,3
11472,Brazil,guarujá,SP,3
18688,Brazil,alfredo guedes,SP,3
14040,Brazil,ribeirão preto,SP,3
09613,Brazil,são bernardo do campo,SP,3
14690,Brazil,juruce,SP,3
16270,Brazil,glicério,SP,3
06405,Brazil,barueri,SP,3
12507,Brazil,guaratinguetá,SP,3
15380,Brazil,suzanápolis,SP,3
15138,Brazil,mirassol,SP,3
18023,Brazil,sorocaba,SP,3
